,utterance,intentClass,score
693,1-9 ggwp,I,0.41848984
694,you still sinned,O,0.44625023
695,ck got pretty much carried by cm,O,0.010299192
696,hahahahahahaha [SEPA] sad [SEPA] owh,O,0.03446897
697,5.3K [SEPA] HAHAHA [SEPA] ROFL,O,0.26926738
698,not today XD,O,0.007053866
699,heal ward [SEPA] lol,O,0.024736676
700,wp,O,0.004130142
701,GL HF :D,O,0.005225328
702,pause for a 2kmmr df,A,0.010277538
703,lina ?,O,0.013337648
704,i go sleep [SEPA] go ff [SEPA]  and report tiny,A,0.07872446
705,ggwp,O,0.003610623
706,pusher time,O,0.021761268
707,look at my las 4,O,0.016108353
708,gg,O,0.003705064
709,we won coz our support,O,0.021290604
710,GG,O,0.003705064
711,LOL,O,0.003834314
712,what,O,0.005945568
713,fucking alch raged [SEPA] lol,E,0.9851983
714,and he still got 2 min,O,0.008544819
715,ITS OKAY,O,0.010267527
716,ez,I,0.9906709
717,scorpion ur so scary [SEPA] is that a scorpion [SEPA] ?,O,0.8103299
718,ggwp,O,0.003610623
719,sec lag [SEPA] ty [SEPA] g when ready,A,0.009391183
720,unpause [SEPA] hes not will come,A,0.015146703
721,omg,O,0.007064862
722,Made in USA,O,0.019546922
723,: [SEPA] :v,O,0.007739792
724,gg,O,0.003705064
725,look steam profile,O,0.010209474
726,bright side [SEPA] my magnus found his Ultie button. downside he didn't get the full cast,O,0.0189169
727,sry tinker dont cry,O,0.14512132
728,wp,O,0.004130142
729,Invoker got scared of a flying chicken lmao,O,0.57500154
730,wew!,O,0.006216153
731,noob retard team,E,0.9905551
732,thanks.. idiots,I,0.75967336
733,stfu [SEPA] enimga,E,0.6691939
734,like it matters,O,0.021831613
735,better than new meta [SEPA] noob,E,0.9851127
736,afk,A,0.007645437
737,quick brain surgery,I,0.5139564
738,+ [SEPA] duble [SEPA] ez game ez life,I,0.9891593
739,i dont slardar? [SEPA] lol [SEPA] grammar wornggg [SEPA] wrong i mean,O,0.07487131
740,why so ez? [SEPA] very ez,I,0.99057007
741,buy coiier,A,0.03881347
742,4 virgins in team raging much  [SEPA] get laid faggors,E,0.8054779
743,pussy,E,0.91960454
744,cya,O,0.023397805
745,loser talking,O,0.4921462
746,I got 30,O,0.008504433
747,4v5 almost lost ez,I,0.98323315
748,LOL stfu u ranger,E,0.7831012
749,gg,O,0.003705064
750,lol snip says ez [SEPA] worst player,E,0.98673034
751,jesus fucking christ,O,0.98175174
752,reasons,O,0.01138061
753,you too buddy boy !!,O,0.2807973
754,nah man.. io mid,O,0.042093758
755,ancient [SEPA] man,O,0.019432304
756,and then? [SEPA] cool show,O,0.01390744
757,HURRY WERE DOING ROSH,O,0.011820621
758,OMG,O,0.007064862
759,ÓÅà,O,0.007588426
760,about time riki u die [SEPA] u are so greedy,O,0.7601145
761,gg wp,O,0.004298163
762,:D,O,0.004515493
763,gg,O,0.003705064
764,fu,E,0.28431487
765,WTF?,O,0.006470019
766,gg,O,0.003705064
767,for rubick?,O,0.12673205
768,ya thank your peruvian bottom dweller blue [SEPA] For the win [SEPA] shitty peruvians are shitty,E,0.9843911
769,bitch [SEPA] using my own words [SEPA] your ur own words  [SEPA] WILL YA,E,0.97081405
770,cmon dumb russians [SEPA] wait,E,0.7243583
771,5k  [SEPA] trash,E,0.97696054
772,peruvian says it all,E,0.7396913
773,hahaha,O,0.006264759
774,looya oie,O,0.019348893
775,?,O,0.005423264
776,pause?,O,0.005198723
777,u will sucks [SEPA] haha,E,0.90715396
778,Hahaha,O,0.006264759
779,mistake :(,O,0.028984206
780,bounty doesnt realise [SEPA] When smoke breakes [SEPA] it means someone is there [SEPA] holy shit,O,0.96789896
781,BOBO,I,0.017453413
782,gg,O,0.003705064
783,no shackleshot until 10 T_T,O,0.08504321
784,Gg,O,0.003705064
785,good thing i didnt predict,O,0.021709068
786,scrubs,O,0.23423357
787,cant wait for 2nd position [SEPA] dies one by one [SEPA] like super [SEPA] fucking braindead [SEPA] easiest mid of my life,E,0.96868324
788,GGWP,O,0.003610623
789,where pain,O,0.10370177
790,gg wp,O,0.004298163
791,+,O,0.00615749
792,haha,O,0.005444543
793,end fast,O,0.010940568
794,gg,O,0.003705064
795,so fucking damn [SEPA] idiot [SEPA] hahahaha,E,0.98434585
796,ggwp,O,0.003610623
797,? [SEPA] ok  [SEPA] ? [SEPA] g [SEPA] gg [SEPA] Easy game,A,0.07359591
798,idiot wan kill me =3=,E,0.9722181
799,how dare you retard mid ?,E,0.9498447
800,gg wp,O,0.004298163
801,im faster dan u!,O,0.046978142
802,gib it back,O,0.00960815
803,NOO,O,0.024618223
804,shit im killing :D,E,0.9762932
805,there should be a point after the recorded.,O,0.015129129
806,LELELEL,O,0.005297162
807,gg,O,0.003705064
808,wait please,O,0.009218207
809,ff [SEPA] gg [SEPA] noob bitches our team,E,0.9900613
810,FUCKİNG NOOB,E,0.9915781
811,AW [SEPA] U ALL PLAYED WELL,O,0.027752258
812,its already 40 mins mark still farming,O,0.032654125
813,k,O,0.004262147
814,gg,O,0.003705064
815,b,O,0.005477437
816,i got lucky :D,O,0.023926146
817,TA [SEPA] yo [SEPA] homie [SEPA] maybe you should kill someone else,E,0.03683588
818,?,O,0.005423264
819,gg wp,O,0.004298163
820,lol [SEPA] shaker :D [SEPA] u only need fissure [SEPA] not ur ult :S,O,0.0378963
821,gg,O,0.003705064
822,best storm ever [SEPA] commend him,A,0.038022727
823,GG [SEPA] no wards [SEPA] no suppoort [SEPA] ez game [SEPA] not a single ward over here,I,0.9764656
824,awaw,O,0.010028959
825,nice jungle brah,O,0.015405903
826,still afk for a sed [SEPA] sec [SEPA] kotl feeding,A,0.6177928
827,sf cried whole game [SEPA] :d,O,0.111045875
828,end this torture thanks,O,0.05182564
829,?,I,0.005423264
830,JOke ??,O,0.06172233
831,suka,O,0.014892157
832,dont def,O,0.020934109
833,was ur own fault,O,0.053134285
834,john cena have bug,O,0.3213086
835,HAHAHA,O,0.006264759
836,?,O,0.005423264
837,i m not school boy you are my bastard son,E,0.88320875
838,i dont like that anime,O,0.10057649
839,an aggro tri? [SEPA] you try hard fags,E,0.065375134
840,nice,O,0.006206581
841,who couri [SEPA] i report him,A,0.03834474
842,go to low prio idiot [SEPA] idiot ww,E,0.98468256
843,they r new [SEPA] im coaching all 5 [SEPA] yesss [SEPA] we have 6 ppl on teh team [SEPA] deal with it,O,0.1539018
844,no billing,O,0.14123325
845,pee,O,0.03195435
846,sorry wron butt,O,0.03909901
847,we lost,O,0.006179018
848,ops,O,0.044017028
849,i buff [SEPA] they kill,O,0.04752685
850,:D,O,0.004515493
851,daedalus :D,O,0.005916535
852,This tema.. [SEPA] Team [SEPA] So fucking bad [SEPA] Feeding all of you [SEPA] And then blame me :) [SEPA] So fucking useless all of them,I,0.98443305
853,cmon man...,O,0.010692552
854,so gay,E,0.63905716
855,no last word? [SEPA] sure,O,0.024285173
856,xd,O,0.005783994
857,fuck you pudge,E,0.98080367
858,GG,O,0.003705064
859,Who cares [SEPA] XD,O,0.07769221
860,blya,O,0.007065297
861,"Empire vs Liquid, whos gonna win?! ",O,0.107239254
862,GG,O,0.003705064
863,gg,O,0.003705064
864,not we ur am only,O,0.017826125
865,:) [SEPA] AM fuck off.,E,0.9721673
866,FOR WHAT??,O,0.006608406
867,GG lol [SEPA] im noob [SEPA] nice try PA [SEPA] dream on [SEPA] keep dreaming PA [SEPA] lol,O,0.98341537
868,where is he my friend,O,0.03313481
869,HEHEHEHEHEEHEHEHEHEHEHEHEEHEHEHEHEHEHEHEHEHEEHEHEHEHEHEHEE [SEPA] HUHUHUHUHUHUHHAHAAHAHAHAUAHUAHUAHAUHAUHAUHAUHUAHAUHAUAHUAHUAHAUAHUAHUHEHEUEHUHEUEHUEHUEHUE [SEPA] HUEHUEUHUEHUEHUEHUEHUEHUEHUEHUE,O,0.012357924
870,gg,O,0.003705064
871,FUCK R U FOR REAL,E,0.98149294
872,and my mous? [SEPA] :/,O,0.021863924
873,",,,/,, [SEPA] ,,/,, wr ever [SEPA] report wr please",A,0.030205296
874,nice mid,O,0.01591261
875,told them 1 year to come,E,0.012757092
876,?,O,0.005423264
877,maphack,O,0.010245308
878,? [SEPA] 'almost',O,0.006333646
879,i konw [SEPA] destroy items,O,0.030986771
880,uf,O,0.044355523
881,"your on our fucking team, you should be arguing our point [SEPA] if he dc, unfair game [SEPA] simples",E,0.97959775
882,double minglee,O,0.020061864
883,wr need a sec [SEPA] lagging he said,A,0.01125051
884,gg peru internet,E,0.65146136
885,hes bad,O,0.0646083
886,creazy !,O,0.011204699
887,boys please [SEPA] just let our undying get 6 [SEPA] he said he's really good as flesh golem,O,0.03211568
888,gg,O,0.003705064
889,smoke,O,0.009143245
890,report clinkz,A,0.034734547
891,lol,O,0.003834314
892,okeh,O,0.008206386
893,Noob team :/ [SEPA] Report team plis :/,E,0.9880783
894,ty,O,0.006772118
895,these peruvians guys,E,0.67424977
896,gg,O,0.003705064
897,g [SEPA] gg,A,0.006015941
898,its fine bro ahahha,O,0.01372423
899,EZ,I,0.9906709
900,LOL,O,0.003834314
901,well [SEPA] please send a email to valve [SEPA] tell them [SEPA] please remove sb,O,0.071018405
902,yeah noob baby picker,E,0.98545396
903,gg wp,O,0.004298163
904,XD [SEPA] 1 hp [SEPA] lucky,O,0.20678826
905,gg,O,0.003705064
906,LOL [SEPA] i see u [SEPA] wkwkwk,O,0.09541978
907,++,O,0.010124633
908,noob,E,0.9852373
909,dive more,O,0.025117802
910,gimme like 6k gold,O,0.020474372
911,fake [SEPA] backtrack,O,0.21246268
912,did u read science? [SEPA] idiot [SEPA] do u know bb got cd? [SEPA] dumb fuck [SEPA] no brain talk shit,E,0.9823093
913,sad [SEPA] SAD [SEPA] VERY [SEPA] End fast. [SEPA] Fuckingmmr,E,0.97143126
914,ez clinkz [SEPA] get analed,I,0.98306686
915,MALES ANJING,O,0.014434673
916,you gonna share with us?,O,0.023758309
917,)),O,0.006264183
918,rly?,O,0.004848004
919,end the game pls [SEPA] ty,O,0.033988956
920,i can finally eat my kfc,O,0.04071079
921,hahaa [SEPA] cant even blink,O,0.03217741
922,go have a LIFE,O,0.07906077
923,ty,O,0.006772118
924,typing < playing,O,0.025413591
925,thanks,O,0.005047334
926,fun game,O,0.044615507
927,respect pz [SEPA] plz,A,0.21296197
928,wr dc,O,0.007663368
929,gg [SEPA] ez,I,0.98819447
930,REPROT NECRO,A,0.40758356
931,i want whatever,O,0.010978997
932,gg,O,0.003705064
933,Ez,I,0.9906709
934,?,O,0.005423264
935,I'm upset that tiny is a buly,O,0.0607862
936,dont play dota pease [SEPA] play tetris,O,0.1646932
937,alche bro why u r so agressive :P,O,0.068812825
938,where are u going slardar [SEPA] U happy? [SEPA] fuck you pinoy [SEPA] fuck you [SEPA] i disgrace ur kind [SEPA] u fucking noob,E,0.9862851
939,"I'm trying to play, but i'm against a team of faggot heroes who seem intent on ruining any semblance of fun",E,0.5739071
940,ez,I,0.9906709
941,aa ulti,O,0.01776203
942,money money,O,0.16386963
943,qop [SEPA] ez mid?,I,0.9864711
944,tqtq [SEPA] commend if you like :D,A,0.007786105
945,hate u silencer,O,0.52202576
946,tat ks,I,0.005776923
947,3v1,O,0.07882791
948,lol wow,O,0.005872801
949,this teeny is dogshit :/,E,0.83177125
950,karma,O,0.010704705
951,last second 175 last hits [SEPA] thx [SEPA] challange won [SEPA] next for not ff [SEPA] ez pick pl,I,0.65884405
952,tarzan [SEPA] dog,O,0.3409441
953,report tinker pls [SEPA] nooob,E,0.11782806
954,yeah but razor and pa so shitty,E,0.92270124
955,hi [SEPA] thx,O,0.00694371
956,aha,O,0.005064155
957,ever lmao,O,0.030284809
958,9 asssisst,O,0.9833557
959,guys def!!!!!,O,0.022210943
960,should join Ti6,O,0.007337223
961,no wonder  [SEPA] no fucking wonder [SEPA] but you'll lose the game this way guys,E,0.9651846
962,:D,O,0.004515493
963,RAVAGE,O,0.005913022
964,lol,O,0.003834314
965,:),O,0.005566981
966,lol,O,0.003834314
967,bb is cool,O,0.040985987
968,IDIOT,E,0.98395467
969,xD,O,0.005783994
970,gg,O,0.003705064
971,fuck off slardar,E,0.97032845
972,brew,O,0.026482714
973,lol,O,0.003834314
974,lol that was a battle,O,0.008416038
975,suck cock,E,0.936412
976,this guy,O,0.22539651
977,ult for techies?,O,0.028810224
978,loh,O,0.004155914
979,space sreated,O,0.014963987
980,report am meppo,A,0.031110916
981,gg,O,0.003705064
982,game is hard,O,0.14925294
983,hahaha <3,O,0.008613825
984,ez,I,0.9906709
985,gg,O,0.003705064
986,more like dog,O,0.53882945
987,he msgd me on skype [SEPA] says u guys can 4v5,O,0.044362336
988,Abuser meepo [SEPA] end please,I,0.34929085
989,ez counter pick with slada and bounty [SEPA] hihi,I,0.98378974
990,shadow blade??? [SEPA] none??,O,0.007703684
991,he is dead,O,0.07141818
992,damn it feels good to get carried,O,0.2107118
993,thank [SEPA] g,A,0.008999762
994,LOL  [SEPA] BEST TEAM EU  [SEPA] AND ALL GALACTIC,O,0.2239617
995,VOid [SEPA] feed [SEPA] only 1x5,O,0.52009034
996,wow,O,0.006569161
997,^,O,0.004252068
998,ez?,I,0.9914084
999,yeah give tusk,O,0.05127772
1000,EZ,I,0.9906709
1001,BOBO,E,0.017453413
1002,chase my baby :D,O,0.4661011
1003,wow,O,0.006569161
1004,fuck this veno,E,0.98007834
1005,PLS LEave TY,O,0.010447842
1006,and then a tsunami comes [SEPA] and then a tornade,O,0.1299111
1007,hahaahahaha [SEPA] lol?,O,0.007168172
1008,oir played dota 2 in SEA,O,0.016253214
1009,HAHA,O,0.005444543
1010,what em i doing here [SEPA] this is so absurb,O,0.06974513
1011,gimme,O,0.012386462
1012,ggwp,O,0.003610623
1013,Silencer brought the game,O,0.016370729
1014,fckng fake mmrs,E,0.60039765
1015,rofl [SEPA] tiny account buyer,I,0.5330848
1016,y no fuck,E,0.9729013
1017,ez midd [SEPA] EZ MIDD,I,0.99199355
1018,nice 1 raptor,O,0.07065964
1019,Takes 2,O,0.022554927
1020,gg,O,0.003705064
1021,am manta without bf,O,0.022852696
1022,but huska really .......noob,E,0.9799343
1023,fuck u,E,0.98172337
1024,Like [SEPA] Calm down,O,0.026369533
1025,noob alch,E,0.9848225
1026,worst earth shaker,E,0.4150172
1027,suck,E,0.9513549
1028,JUST END [SEPA] this alche  [SEPA] first build ahs [SEPA] carry tho,O,0.010858534
1029,wth [SEPA] we waited for u man,O,0.008659489
1030,DIE ?,O,0.023697132
1031,lag,O,0.003736249
1032,HAHAHA,O,0.006264759
1033,EZZZ,I,0.982216
1034,wa,O,0.004487123
1035,i report lone,A,0.024472095
1036,gg,O,0.003705064
1037,this game,O,0.020125257
1038,omg,O,0.007064862
1039,4 vs 5 game,O,0.20035648
1040,bg,O,0.005414094
1041,if i had + 1 [SEPA] i would win this parody,O,0.037712205
1042,XD,O,0.005783994
1043,I DIED = KILL,O,0.057845395
1044,Io why :(,O,0.009864288
1045,you are bad [SEPA] in middle [SEPA] stay hardlane [SEPA] you can be better,O,0.12423365
1046,he deserves to be abandoned,O,0.053272266
1047,gg,O,0.003705064
1048,im dead,O,0.09440724
1049,WAT THE HELL [SEPA] DUMB SHIT AXE REpORT PLZ [SEPA] dumb shit. [SEPA] report plz [SEPA] sold all items and bought sentries [SEPA] dip shit [SEPA] holy shit,E,0.9817567
1050,reborn [SEPA] Ty,O,0.03836555
1051,XDX,O,0.006151735
1052,its in the fuckin bag :V,E,0.97296655
1053,we coming mid [SEPA] wait,A,0.01423136
1054,wtf,O,0.006190833
1055,commend necro,A,0.033010095
1056,GL fucktard,E,0.9805249
1057,#NAME?,O,0.007080075
1058,ECHJO [SEPA] FCUK TESAM,O,0.37023094
1059,rekt,O,0.044940688
1060,REPORT THIS SHIT SF,E,0.973272
1061,balanced aghs,O,0.009932972
1062,its so awesome,O,0.084174044
1063,lol,O,0.003834314
1064,im chatting [SEPA] hahaha [SEPA] im chatting slardar,O,0.026344554
1065,top daun sf,O,0.007195722
1066,why are you so salty necro? [SEPA] can't you just wait like any non retard [SEPA] apparently not [SEPA] don't you like playing 5v5?,E,0.8746653
1067,report,A,0.013593352
1068,? [SEPA] why am i stone,O,0.00952778
1069,w8 plz [SEPA] sven reconnecting,A,0.013547803
1070,same like es keep bark for what,O,0.018802395
1071,just let me know if u guys stop deffing,O,0.07960944
1072,jug and linavs us,O,0.077272475
1073,lucky basterds :),E,0.07090528
1074,he's online,O,0.030571349
1075,Hi void XD,O,0.03365295
1076,meppen [SEPA] süd,O,0.011035322
1077,GG [SEPA] GG,O,0.005372349
1078,< -.- >,O,0.011082321
1079,w8,A,0.004498179
1080,GOOD GAME WELL PLAYED [SEPA] end ty,O,0.037545163
1081,tell me pls [SEPA] how you killed him?> [SEPA] just tell,O,0.011024967
1082,woops,O,0.028421035
1083,damn skill hero,O,0.13591823
1084,GGWP,O,0.003610623
1085,gl hf,O,0.004906904
1086,bait,O,0.014284156
1087,go [SEPA] he wont come,O,0.008439911
1088,"lol, code item bf need 11mins, now still not complete at 22mins",O,0.064073995
1089,xD [SEPA] At least not minus,O,0.008635127
1090,ggwp,O,0.003610623
1091,GG [SEPA] joker ALCHE,O,0.34538275
1092,summail ? joke [SEPA] so funny larth u,O,0.53098655
1093,that was that funny?,O,0.029423177
1094,gg w[,O,0.005102785
1095,yeah,O,0.01935722
1096,i just wanna try ds game,O,0.12385567
1097,:),O,0.005566981
1098,?,O,0.005423264
1099,really,O,0.009351348
1100,}micro [SEPA] pa,O,0.07032312
1101,reprot miran and troll,A,0.19686015
1102,yup,O,0.005701086
1103,die bitch,E,0.9773611
1104,GG,O,0.003705064
1105,come play with me,A,0.019614788
1106,thanks,O,0.005047334
1107,retarded jug,E,0.96456593
1108,gg,O,0.003705064
1109,shut the fuck up kid,E,0.97338414
1110,lel,O,0.004434214
1111,noob talking shit,E,0.9888015
1112,end,O,0.005261279
1113,report qop  ty,E,0.021386426
1114,"oh viper peru too [SEPA] shit why u guys dragging this out, u drawing dead",E,0.9669553
1115,AHAHAHA [SEPA] NOT TODAY,O,0.006746642
1116,noobs,E,0.9849996
1117,:V,O,0.005727126
1118,k [SEPA] casual 5 man own woods [SEPA] real 5k game,O,0.6658602
1119,bye ancient [SEPA] ggwp,O,0.010923508
1120,get rapira,O,0.14463499
1121,nice support,O,0.006590814
1122,lol [SEPA] bb for kill me? [SEPA] sien,O,0.018911395
1123,way better,O,0.007788838
1124,nice ulty [SEPA] magnus [SEPA] i dont joke,O,0.057047408
1125,why you run like a bitch? [SEPA] fight me,E,0.97104114
1126,gg,O,0.003705064
1127,i gave u 4 kills [SEPA] in a row,O,0.048011426
1128,report [SEPA] backdoor!!,A,0.041856356
1129,bitches,E,0.97466284
1130,HOOORRRRYYY SHHIIITTT,E,0.037519034
1131,hahaha,O,0.006264759
1132,no [SEPA] i didnt,O,0.014982583
1133,hao,O,0.007798533
1134,(:,O,0.005343375
1135,so ez [SEPA] ez mid [SEPA] ez life,I,0.99149257
1136,haha now you lie,O,0.010225392
1137,say bye,O,0.009313743
1138,./.,O,0.006806187
1139,the feeds,O,0.03293204
1140,recing,O,0.0065785
1141,It would be easy with trilane,O,0.027794674
1142,sigh,O,0.020710774
1143,hahaha,O,0.006264759
1144,;D,O,0.004910352
1145,DJON SINA,O,0.18466523
1146,At bm,O,0.004511651
1147,gg [SEPA] fucking u,E,0.9870833
1148,=)),O,0.008130067
1149,xd,O,0.005783994
1150,jaja,O,0.006933462
1151,So don't act like some twatted prick that thinks he did something for his team.,O,0.30400154
1152,my team is retarded,E,0.97264284
1153,ty,O,0.006772118
1154,1 min pls [SEPA] pls [SEPA] omg [SEPA] pussies,E,0.12026569
1155,report please,A,0.013979084
1156,ok,O,0.005705491
1157,the noob was your es actually,E,0.98376036
1158,im not ember?,O,0.06272499
1159,__ [SEPA] )),O,0.009609249
1160,jjust end this is stupid,E,0.97914404
1161,ez mid,I,0.9909566
1162,da da,O,0.004383452
1163,nope [SEPA] Ur FAIL PUDGE,I,0.06596158
1164,gg [SEPA] Report [SEPA] SF [SEPA] please,A,0.035649173
1165,gg,O,0.003705064
1166,gg [SEPA] hahaha [SEPA] gg abadon,O,0.008855704
1167,kappa,O,0.007271068
1168,5.56E+12,O,0.40674528
1169,gahahhhhh,O,0.00594385
1170,well [SEPA] u need to die so [SEPA] ya,O,0.031529464
1171,LEE PAL KR,O,0.011950508
1172,Ez tactical afk,A,0.9801307
1173,ez points [SEPA] stupid aa,E,0.99201137
1174,gg,O,0.003705064
1175,well its not becuase of u,O,0.18872452
1176,noob team,E,0.98703396
1177,sry dude,I,0.07244135
1178,rat dota best dota,O,0.035989806
1179,supps give you 150 damage [SEPA] Love [SEPA] My supps,O,0.11505458
1180,np [SEPA] no ban [SEPA] its important,O,0.06107908
1181,i wasnt feeding there,O,0.06744073
1182,nice comeback,O,0.00955814
1183,commend? @@ lol [SEPA] wp enough,A,0.004452135
1184,...,O,0.005191237
1185,wait ƒ± know him [SEPA] network problem,O,0.04166973
1186,pudge afk with 2nd skill active [SEPA] lol,A,0.043674
1187,riki is cunt [SEPA] just report,E,0.097856514
1188,omg [SEPA] failed,O,0.01147673
1189,LOL [SEPA] 3??? [SEPA] ALWAYS [SEPA] WIT THEIR ULTIS [SEPA] ROFLLLL [SEPA] YALL LUCKY MA TEAM MATES NOOB,O,0.9730172
1190,stfu weaboo ,E,0.6210911
1191,gg [SEPA] this team [SEPA] no help,O,0.13709392
1192,why,O,0.006122117
1193,Gg,O,0.003705064
1194,kden,O,0.005518821
1195,HAHAHA,O,0.006264759
1196,GLHF,O,0.003629706
1197,lolz,O,0.00899983
1198,?,O,0.005423264
1199,no,O,0.010562891
1200,don't think you are behind though [SEPA] just slown down,O,0.012895411
1201,reported tb for being an ass,E,0.9457218
1202,thanks,O,0.005047334
1203,gg bro too,O,0.006863657
1204,xD [SEPA] cm [SEPA] with no ult [SEPA] OMG SO PRO TEAM [SEPA] Only mirana is normal,O,0.21813205
1205,HAHAHA,O,0.006264759
1206,ok,O,0.005705491
1207,better than this alch,O,0.018911391
1208,16,O,0.036209747
1209,fail mid,I,0.047833737
1210,GG [SEPA] Super GG,O,0.016564863
1211,)) [SEPA] bkb [SEPA] force [SEPA] mael [SEPA] wtf,O,0.04482841
1212,rly,O,0.006338888
1213,gg [SEPA] teeam of tards,E,0.11546256
1214,y u heff to be med,O,0.055948783
1215,fuck lag agian [SEPA] u u [SEPA] fuck u,E,0.98128325
1216,"hes garbage, mmr means shit",O,0.9837218
1217,AHAHAHAHAHAHAHA [SEPA] blow minded,O,0.011154074
1218,oo shit,E,0.9704301
1219,not really,O,0.008800537
